STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 00:54,FM-15,FEW:02 15 BKN:07 40 OVC:08 120,10.00,,38,3.3,34,1.0,27,-2.8,65,9,320,22,29.76,1,,29.79,0.00,29.79,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 01:00,FM-12,,9.94,,38,3.3,34,1.0,27,-2.8,65,9,320,22,29.77,1,-0.14,29.79,,,46,29,38,3.6,,,,27,0,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 01:54,FM-15,SCT:04 40 OVC:08 120,10.00,,36,2.2,32,-0.2,24,-4.4,62,20,340,30,29.80,,,29.83,0.00,29.83,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 02:54,FM-15,,10.00,,33,0.6,28,-2.4,17,-8.3,52,17,330,33,29.86,,,29.88,0.00,29.89,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 03:54,FM-15,OVC:08 50,10.00,,32,0.0,27,-2.6,18,-7.8,56,11,330,,29.89,1,,29.92,0.00,29.92,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 04:00,FM-12,,9.94,,32,0.0,27,-2.6,18,-7.8,56,11,330,,29.90,1,-0.14,29.92,,,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 04:54,FM-15,SCT:04 50,10.00,,31,-0.6,27,-2.9,18,-7.8,59,11,320,24,29.94,,,29.96,0.00,29.97,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 05:54,FM-15,FEW:02 50,10.00,,31,-0.6,27,-2.9,18,-7.8,59,10,320,,29.98,,,30.01,0.00,30.01,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 06:54,FM-15,FEW:02 50 SCT:04 250,10.00,,30,-1.1,26,-3.3,18,-7.8,61,10,320,,30.03,3,,30.06,0.00,30.06,,,,,,,,,,0620,1734,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 07:00,FM-12,,9.94,,30,-1.1,26,-3.3,18,-7.8,61,10,320,,30.04,3,-0.14,30.06,,,46,,,,,,,,,0620,1734,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 07:54,FM-15,FEW:02 50 BKN:07 200,10.00,,31,-0.6,27,-2.9,18,-7.8,59,11,330,,30.09,,,30.12,0.00,30.12,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 08:54,FM-15,FEW:02 50 BKN:07 200 BKN:07 250,10.00,,32,0.0,26,-3.1,14,-10.0,47,20,300,24,30.12,,,30.15,0.00,30.15,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 09:54,FM-15,FEW:02 200 SCT:04 250,10.00,,33,0.6,26,-3.2,11,-11.7,40,17,320,28,30.14,1,,30.17,0.00,30.17,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 10:00,FM-12,,9.94,,33,0.6,26,-3.2,11,-11.7,40,17,320,28,30.15,1,-0.10,30.17,,,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 10:54,FM-15,FEW:02 250,10.00,,33,0.6,26,-3.4,9,-12.8,36,23,320,33,30.15,,,30.17,0.00,30.18,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 11:54,FM-15,,10.00,,35,1.7,27,-2.8,8,-13.3,32,15,310,25,30.15,,,30.18,0.00,30.18,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 12:54,FM-15,,10.00,,37,2.8,28,-2.1,8,-13.3,30,14,320,22,30.14,0,,30.17,0.00,30.17,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 13:00,FM-12,CLR:00,9.94,,37,2.8,28,-2.1,8,-13.3,30,14,320,22,30.15,0,-0.01,30.17,,,,30,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 13:54,FM-15,,10.00,,38,3.3,29,-1.6,9,-12.8,30,10,320,22,30.14,,,30.17,0.00,30.17,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 14:54,FM-15,FEW:02 160,10.00,,39,3.9,29,-1.5,7,-13.9,26,10,300,20,30.16,,,30.19,0.00,30.19,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 15:54,FM-15,FEW:02 160,10.00,,39,3.9,29,-1.4,8,-13.3,28,10,280,,30.17,3,,30.20,0.00,30.20,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 16:00,FM-12,,9.94,,39,3.9,29,-1.4,8,-13.3,28,10,280,,30.18,3,-0.03,30.20,,,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 16:54,FM-15,FEW:02 160 SCT:04 280,10.00,,38,3.3,29,-1.8,7,-13.9,27,10,290,,30.19,,,30.22,0.00,30.22,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 17:54,FM-15,FEW:02 160 SCT:04 280,10.00,,37,2.8,28,-2.2,7,-13.9,28,9,280,,30.21,,,30.24,0.00,30.24,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 18:54,FM-15,FEW:02 160 SCT:04 280,10.00,,37,2.8,28,-2.3,6,-14.4,27,8,290,,30.22,1,,30.25,0.00,30.25,,,,,,,,,,0620,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 19:00,FM-12,,9.94,,37,2.8,28,-2.3,6,-14.4,27,8,290,,30.23,1,-0.05,30.25,,,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 19:54,FM-15,FEW:02 280,10.00,,36,2.2,27,-2.7,5,-15.0,27,6,300,,30.22,,,30.25,0.00,30.25,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 20:54,FM-15,FEW:02 280,10.00,,33,0.6,26,-3.5,8,-13.3,35,7,230,,30.22,,,30.25,0.00,30.25,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 21:54,FM-15,FEW:02 280,10.00,,31,-0.6,26,-3.5,14,-10.0,49,7,220,,30.23,1,,30.25,0.00,30.26,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 22:00,FM-12,,9.94,,31,-0.6,26,-3.5,14,-10.0,49,7,220,,30.24,1,-0.00,30.25,,,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 22:54,FM-15,,10.00,,30,-1.1,25,-4.0,13,-10.6,49,7,220,,30.22,,,30.25,0.00,30.25,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 23:54,FM-15,,10.00,,30,-1.1,25,-4.0,13,-10.6,49,8,200,,30.19,,,30.22,0.00,30.22,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,29,35,0.6,43,13,28,30,0,0618,1735,,0.00,0.0,,30.03,30.12,11.8,38,330,29,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 00:54,FM-15,,10.00,,31,-0.6,26,-3.5,14,-10.0,49,15,190,,30.15,8,,30.18,0.00,30.18,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 01:00,FM-12,CLR:00,9.94,,31,-0.6,26,-3.5,14,-10.0,49,15,190,,30.16,8,+0.07,30.18,,,38,29,33,-1.7,,,,32,0,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 01:54,FM-15,,10.00,,31,-0.6,26,-3.5,14,-10.0,49,13,200,,30.12,,,30.14,0.00,30.15,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 02:54,FM-15,,10.00,,32,0.0,26,-3.4,12,-11.1,43,15,210,24,30.09,,,30.12,0.00,30.12,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 03:54,FM-15,,10.00,,31,-0.6,26,-3.2,16,-8.9,54,14,220,,30.09,6,,30.12,0.00,30.12,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 04:00,FM-12,CLR:00,9.94,,31,-0.6,26,-3.2,16,-8.9,54,14,220,,30.10,6,+0.06,30.12,,,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 04:54,FM-15,BKN:07 200,10.00,,32,0.0,28,-2.4,19,-7.2,59,14,210,,30.06,,,30.09,0.00,30.09,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 05:54,FM-15,BKN:07 110 OVC:08 200,10.00,,33,0.6,28,-2.1,19,-7.2,56,16,220,,30.04,,,30.07,0.00,30.07,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 06:54,FM-15,FEW:02 100 SCT:04 200,10.00,,34,1.1,30,-1.1,23,-5.0,64,16,220,25,30.03,6,,30.06,0.00,30.06,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 07:00,FM-12,,9.94,,34,1.1,30,-1.1,23,-5.0,64,16,220,25,30.04,6,+0.06,30.06,,,40,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 07:54,FM-15,FEW:02 100 SCT:04 200,10.00,,37,2.8,33,0.3,25,-3.9,62,18,230,28,30.01,,,30.04,0.00,30.04,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 08:54,FM-15,FEW:02 200,10.00,,40,4.4,34,1.3,25,-3.9,55,29,230,37,29.97,,,30.01,0.00,30.00,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 09:54,FM-15,FEW:02 250,10.00,,43,6.1,36,2.2,25,-3.9,49,23,220,38,29.93,8,,29.96,0.00,29.96,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 10:00,FM-12,,9.94,,43,6.1,36,2.2,25,-3.9,49,23,220,38,29.94,8,+0.10,29.96,,,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 10:54,FM-15,FEW:02 55 BKN:07 200 BKN:07 250,10.00,,46,7.8,38,3.2,25,-3.9,44,24,230,30,29.91,,,29.94,0.00,29.94,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 11:54,FM-15,FEW:02 55 BKN:07 180,10.00,,46,7.8,38,3.2,25,-3.9,44,23,230,36,29.89,,,29.91,0.00,29.92,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 12:54,FM-15,FEW:02 60 BKN:07 100 OVC:08 140,10.00,,45,7.2,37,2.5,23,-5.0,42,21,240,28,29.85,8,,29.88,0.00,29.88,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 13:00,FM-12,,9.94,,45,7.2,37,2.5,23,-5.0,42,21,240,28,29.86,8,+0.09,29.88,,,,34,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 13:54,FM-15,FEW:02 60 SCT:04 100 OVC:08 140,10.00,,46,7.8,37,2.8,23,-5.0,40,16,240,,29.84,,,29.87,0.00,29.87,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 14:54,FM-15,FEW:02 55 SCT:04 100 BKN:07 140,10.00,,47,8.3,38,3.1,23,-5.0,39,20,270,26,29.84,,,29.87,0.00,29.87,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 15:54,FM-15,BKN:07 50 BKN:07 65 BKN:07 80,10.00,,46,7.8,37,3.0,24,-4.4,42,18,270,34,29.86,3,,29.88,0.00,29.89,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 16:00,FM-12,,9.94,,46,7.8,37,3.0,24,-4.4,42,18,270,34,29.87,3,-0.01,29.88,,,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 16:54,FM-15,FEW:02 30 SCT:04 80 SCT:04 140,10.00,,42,5.6,34,1.2,21,-6.1,43,18,280,32,29.91,,,29.94,T,29.94,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 17:54,FM-15,FEW:02 30 SCT:04 100,10.00,,39,3.9,31,-0.5,16,-8.9,39,26,290,32,29.97,,,30.00,0.00,30.00,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 18:54,FM-15,FEW:02 100,10.00,,36,2.2,28,-2.2,10,-12.2,34,14,290,31,30.03,3,,30.06,0.00,30.06,,,,,,,,,,0618,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 19:00,FM-12,,9.94,,36,2.2,28,-2.2,10,-12.2,34,14,290,31,30.04,3,-0.18,30.06,,,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 19:54,FM-15,BKN:07 50 BKN:07 100,10.00,,34,1.1,27,-2.8,11,-11.7,38,20,290,28,30.07,,,30.10,0.00,30.10,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 20:54,FM-15,BKN:07 37 OVC:08 48,10.00,,32,0.0,27,-2.6,18,-7.8,56,17,330,25,30.12,,,30.15,T,30.15,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 21:54,FM-15,BKN:07 30 BKN:07 43 OVC:08 60,10.00,,29,-1.7,24,-4.2,14,-10.0,54,20,330,30,30.16,1,,30.19,T,30.19,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 22:00,FM-12,,9.94,,29,-1.7,24,-4.2,14,-10.0,54,19,330,30,30.17,1,-0.12,30.19,,,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 22:54,FM-15,FEW:02 45,10.00,,26,-3.3,20,-6.5,4,-15.6,38,16,320,30,30.22,,,30.25,0.00,30.25,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 23:54,FM-15,FEW:02 45,10.00,,23,-5.0,18,-7.7,3,-16.1,42,21,320,32,30.26,,,30.29,0.00,30.29,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,48,23,36,1.3,47,18,30,29,0,0617,1736,,0.02,0.2,,30.01,30.04,18.6,43,300,32,230,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-03-03 00:54,FM-15,,10.00,,20,-6.7,16,-9.1,1,-17.2,43,20,330,29,30.31,1,,30.34,0.00,30.34,,,,,,,,,,0617,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
