STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 00:54,FM-15,VV:09 1,0.25,FG:2 |FG:30 |FG:45,52,11.1,51,10.8,51,10.6,97,11,050,,30.07,6,,30.09,0.07,30.10,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 01:00,FM-12,VV:09,0.25,||FG:41,52,11.1,51,10.8,51,10.6,97,11,050,,30.08,6,+0.02,30.09,,,52,50,51,-7.8,,,,14,0,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 01:37,FM-16,VV:09 1,0.25,FG:2 |FG:30 |FG:45,52,11.0,52,11.1,52,11.0,100,11,050,,30.06,,,,,30.09,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 01:54,FM-15,VV:09 1,0.25,FG:2 |FG:30 |FG:45,52,11.1,51,10.8,51,10.6,97,9,050,,30.05,,,30.08,0.00,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 02:12,FM-16,VV:09 1,0.25,FG:2 |FG:30 |FG:45,52,11.0,52,11.1,52,11.0,100,10,050,,30.05,,,,,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 02:52,FM-16,BKN:07 3 OVC:08 15,0.25,+RA:02 BR:1 |s RA:63 s |,52,11.0,52,11.1,52,11.0,100,8,040,,30.05,,,,,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 02:54,FM-15,BKN:07 3 OVC:08 15,0.25,RA:02 BR:1 |s RA:62 s |RA:63,52,11.1,51,10.8,51,10.6,97,8,040,,30.05,,,30.08,0.19,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 03:41,FM-16,VV:09 1,0.50,FG:2 |FG:30 |FG:45,52,11.0,52,11.1,52,11.0,100,10,050,,30.05,,,,0.01,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 03:54,FM-15,VV:09 1,0.50,FG:2 |FG:30 |FG:45,52,11.1,51,10.8,51,10.6,97,9,040,,30.05,5,,30.08,0.01,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 04:00,FM-12,VV:09,0.50,||FG:41,52,11.1,51,10.8,51,10.6,97,9,040,,30.06,5,+0.01,30.08,,,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 04:54,FM-15,OVC:08 1,0.25,-RA:02 BR:1 |s RA:61 s |RA:61,53,11.7,52,11.4,52,11.1,96,8,050,,30.06,,,30.09,0.03,30.09,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 05:54,FM-15,OVC:08 1,0.25,FG:2 |FG:30 |FG:44,53,11.7,52,11.4,52,11.1,96,7,030,,30.06,,,30.09,0.02,30.09,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 06:03,FM-16,OVC:08 3,0.25,,54,12.0,53,11.6,52,11.0,94,8,020,,30.07,,,,,30.10,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 06:54,FM-15,OVC:08 3,0.25,BR:1 |s |,54,12.2,53,11.9,53,11.7,97,7,020,,30.08,3,,30.11,0.00,30.11,,,,,,,,,,0419,1903,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 07:00,FM-12,,0.25,,54,12.2,53,11.9,53,11.7,97,7,020,,30.09,3,-0.03,30.11,,,53,,,,,,,,,0419,1903,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 07:05,FM-16,OVC:08 1,0.25,FG:2 |FG:30 |FG:44,54,12.0,53,11.6,52,11.0,94,7,030,,30.09,,,,,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 07:54,FM-15,OVC:08 1,0.25,FG:2 |FG:30 |FG:44,54,12.2,53,11.9,53,11.7,97,6,010,,30.09,,,30.12,0.00,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 08:52,FM-16,OVC:08 3,0.25,BR:1 |s |,55,13.0,54,12.5,54,12.0,94,7,010,,30.09,,,,,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 08:54,FM-15,OVC:08 3,0.25,BR:1 |s |,55,12.8,54,12.5,54,12.2,96,6,010,,30.09,,,30.12,0.00,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 09:54,FM-15,OVC:08 3,0.25,FG:2 |FG:30 |FG:44,56,13.3,55,12.7,54,12.2,93,0,000,,30.11,1,,30.14,0.00,30.14,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 10:00,FM-12,,0.25,||FG:41,56,13.3,55,12.7,54,12.2,93,0,000,,30.12,1,-0.03,30.14,,,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 10:41,FM-16,OVC:08 3,1.00,BR:1 ||,57,14.0,56,13.3,55,13.0,94,0,000,,30.10,,,,,30.13,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 10:54,FM-15,BKN:07 3 OVC:08 7,1.00,BR:1 ||,58,14.4,56,13.5,55,12.8,90,5,090,,30.10,,,30.13,0.00,30.13,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 11:16,FM-16,BKN:07 3 OVC:08 9,2.00,BR:1 ||,59,15.0,57,13.8,55,13.0,88,3,090,,30.10,,,,,30.13,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 11:54,FM-15,BKN:07 3 OVC:08 9,2.00,BR:1 ||,59,15.0,57,13.8,55,12.8,87,8,090,,30.09,,,30.12,0.00,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 12:32,FM-16,OVC:08 10,2.00,BR:1 ||,61,16.0,58,14.2,55,13.0,83,7,090,,30.08,,,,,30.11,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 12:47,FM-16,OVC:08 10,4.00,BR:1 ||,61,16.0,58,14.2,55,13.0,83,8,090,,30.09,,,,,30.12,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 12:54,FM-15,OVC:08 10,4.00,BR:1 ||,59,15.0,56,13.5,54,12.2,83,10,080,,30.08,8,,30.12,0.00,30.11,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 13:00,FM-12,,3.73,,59,15.0,56,13.5,54,12.2,83,10,080,,30.09,8,+0.02,30.12,,,,52,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 13:54,FM-15,BKN:07 10 OVC:08 20,10.00,,59,15.0,56,13.2,53,11.7,81,11,080,,30.07,,,30.10,0.00,30.10,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 14:54,FM-15,BKN:07 12 OVC:08 20,10.00,,56,13.3,54,12.1,52,11.1,87,8,080,,30.07,,,30.10,0.00,30.10,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 15:54,FM-15,BKN:07 10 OVC:08 20,7.00,-RA:02 |RA:61 |RA:61,56,13.3,54,12.4,53,11.7,90,8,050,,30.06,6,,30.09,0.02,30.09,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 16:00,FM-12,,6.84,||RA:61,56,13.3,54,12.4,53,11.7,90,8,050,,30.07,6,+0.02,30.09,,,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 16:54,FM-15,BKN:07 10 OVC:08 15,4.00,RA:02 BR:1 |RA:62 |RA:63,54,12.2,53,11.6,52,11.1,93,6,050,,30.06,,,30.09,0.13,30.09,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 17:22,FM-16,BKN:07 8 OVC:08 15,10.00,-RA:02 |RA:61 |RA:61,55,13.0,54,12.5,54,12.0,94,8,030,,30.05,,,,0.05,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 17:54,FM-15,BKN:07 6 OVC:08 10,10.00,,55,12.8,54,12.2,53,11.7,93,8,050,,30.05,,,30.08,0.03,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 18:31,FM-16,OVC:08 4,4.00,BR:1 ||,55,13.0,54,12.5,54,12.0,94,6,080,,30.05,,,,,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 18:51,FM-16,OVC:08 4,0.75,BR:1 ||,55,13.0,54,12.5,54,12.0,94,6,040,,30.05,,,,,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 18:54,FM-15,OVC:08 4,0.50,BR:1 |s |,55,12.8,54,12.2,53,11.7,93,6,050,,30.05,6,,30.08,0.00,30.08,,,,,,,,,,0419,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 19:00,FM-12,,0.50,,55,12.8,54,12.2,53,11.7,93,6,050,,30.06,6,+0.01,30.08,,,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 19:54,FM-15,OVC:08 2,0.50,FG:2 |FG:30 |FG:44,54,12.2,53,11.6,52,11.1,93,8,060,,30.04,,,30.07,0.00,30.07,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 20:54,FM-15,OVC:08 2,0.50,FG:2 |FG:30 |FG:44,53,11.7,52,11.4,52,11.1,96,7,040,,30.05,,,30.08,0.00,30.08,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 21:54,FM-15,OVC:08 2,0.25,FG:2 |FG:30 |FG:44,53,11.7,52,11.1,51,10.6,93,10,060,,30.03,8,,30.06,0.00,30.06,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 22:00,FM-12,,0.25,||FG:41,53,11.7,52,11.1,51,10.6,93,10,060,,30.04,8,+0.01,30.06,,,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 22:54,FM-15,OVC:08 2,0.25,FG:2 |FG:30 |FG:44,52,11.1,51,10.8,51,10.6,97,11,050,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 23:54,FM-15,OVC:08 2,0.25,FG:2 |FG:30 |FG:44,53,11.7,52,11.4,52,11.1,96,6,020,,30.01,,,30.04,0.00,30.04,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-19 23:59,SOD,,,,,,,,,,,,,,,,,,,,61,51,56,-2.8,93,53,53,9,0,0418,1903,RA:16 FG:01 BR:13,0.50,0.0,,30.06,30.09,7.7,17,090,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 00:20,FM-16,VV:09 1,0.25,FG:2 |FG:30 |FG:45,54,12.0,53,11.6,52,11.0,94,7,020,,30.00,,,,,30.03,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 00:54,FM-15,VV:09 1,0.25,FG:2 |FG:30 |FG:45,53,11.7,52,11.4,52,11.1,96,7,350,,29.99,8,,30.02,0.00,30.02,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 01:00,FM-12,VV:09,0.25,||FG:41,53,11.7,52,11.4,52,11.1,96,7,350,,30.00,8,+0.04,30.02,,,55,51,53,-6.1,,,,12,0,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 01:54,FM-15,OVC:08 1,0.25,BR:1 |s |,52,11.1,51,10.8,51,10.6,97,5,020,,29.99,,,30.02,0.00,30.02,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 02:36,FM-16,OVC:08 3,0.25,BR:1 |s |,52,11.0,52,11.1,52,11.0,100,5,350,,29.98,,,,T,30.01,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 02:54,FM-15,OVC:08 3,0.25,BR:1 |s |,52,11.1,51,10.8,51,10.6,97,6,010,,29.98,,,30.01,0.01,30.01,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 03:54,FM-15,OVC:08 2,0.25,FG:2 |FG:30 |FG:44,51,10.6,50,10.3,50,10.0,96,5,030,,29.97,8,,30.00,0.00,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 04:00,FM-12,,0.25,||FG:41,51,10.6,50,10.3,50,10.0,96,5,030,,29.98,8,+0.02,30.00,,,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 04:54,FM-15,OVC:08 2,0.25,FG:2 |FG:30 |FG:44,52,11.1,51,10.5,50,10.0,93,0,000,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 05:54,FM-15,OVC:08 4,0.25,BR:1 |s |,52,11.1,51,10.5,50,10.0,93,0,000,,29.98,,,30.01,0.00,30.01,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 06:54,FM-15,OVC:08 4,0.25,BR:1 |s |,53,11.7,52,11.1,51,10.6,93,0,000,,29.98,0,,30.01,0.00,30.01,,,,,,,,,,0418,1903,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 07:00,FM-12,,0.25,,53,11.7,52,11.1,51,10.6,93,0,000,,29.99,0,-0.01,30.01,,,61,,,,,,,,,0418,1903,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 07:12,FM-16,OVC:08 4,1.25,BR:1 ||,54,12.0,53,11.6,52,11.0,94,6,020,,29.97,,,,,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 07:54,FM-15,OVC:08 4,1.25,BR:1 ||,55,12.8,53,11.9,52,11.1,90,5,310,,29.97,,,30.01,0.00,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 08:54,FM-15,OVC:08 4,1.25,BR:1 ||,57,13.9,55,13.0,54,12.2,90,3,020,,29.97,,,30.01,0.00,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 09:05,FM-16,OVC:08 4,2.00,BR:1 ||,57,14.0,55,13.0,54,12.0,88,5,360,,29.97,,,,,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 09:52,FM-16,OVC:08 6,2.00,BR:1 ||,61,16.0,58,14.2,55,13.0,83,0,000,,29.97,,,,,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-05-20 09:54,FM-15,OVC:08 6,2.00,BR:1 ||,60,15.6,57,14.0,55,12.8,84,0,000,,29.97,8,,30.00,0.00,30.00,,,,,,,,,,0418,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
